,item_name,main_category,sub_category,unit_buying_price,unit_selling_price,unit_price_margin,quantity,revenue,profit
1105,White Sugar 1Kg,Pantry Staples,Baking,1.6000000000000003,2.2899999999999996,0.6899999999999997,15.0,34.349999999999994,10.349999999999996
281,Daawat Biriyani Rice 5Kg,Pantry Staples,Rice,17.5,22.0,4.5,14.0,308.0,63.0
364,Derana Pepper Powder 200G,Pantry Staples,Spices,4.8999999999999995,6.39,1.4899999999999998,14.0,89.46,20.859999999999996
98,Black Pepper 150G Dera,Pantry Staples,Spices,4.299999999999999,5.5,1.1999999999999997,14.0,77.0,16.799999999999997
413,Dried Sprats 200G Lakmalu,Pantry Staples,Sardines,4.5,5.99,1.4899999999999998,14.0,83.86,20.859999999999996
598,Lime Pickle La,Pantry Staples,Pickle,3.100000000000001,4.79,1.6900000000000002,14.0,67.06,23.660000000000004
320,Derana Coconut Viniger 350Ml,Pantry Staples,Vinegar,1.0999999999999999,1.75,0.6500000000000001,14.0,24.5,9.100000000000001
538,Idly Rice 1Kg,Pantry Staples,Rice,2.5,3.2899999999999996,0.7900000000000001,14.0,46.059999999999995,11.06
460,Fried Keeramin,Pantry Staples,Condiments,4.799999999999999,6.489999999999999,1.6900000000000002,14.0,90.85999999999999,23.660000000000004
196,Chilli Checkpes 300G,Pantry Staples,Grains And Pulses,1.8000000000000003,3.990000000000001,2.1900000000000004,13.0,51.87000000000002,28.47
665,Md Fresh Chilli & Vinegar,Pantry Staples,Vinegar,2.7,3.5,0.8,13.0,45.5,10.4
370,Derana R/Curry Powder 500G,Pantry Staples,Spices,4.200000000000001,5.450000000000002,1.25,13.0,70.85000000000001,16.25
387,Derana Veg Lunumiris 350G,Pantry Staples,Sauces,3.649999999999999,3.9900000000000015,0.3399999999999999,13.0,51.87000000000002,4.419999999999999
1050,Tomato & Basil Sauce,Pantry Staples,Sauce,0.0,2.990000000000001,2.990000000000001,13.0,38.87000000000001,38.87000000000001
952,Seeni Sambol Kist,Pantry Staples,Spices,1.59,2.5,0.91,13.0,32.5,11.83
912,Red Rice Flour1Kg,Pantry Staples,Flour,2.1999999999999997,3.1999999999999997,1.0,13.0,41.6,13.0
100,Black Pepper Crushed100G,Pantry Staples,Spices,2.3000000000000003,3.9900000000000015,1.6900000000000002,13.0,51.87000000000001,21.970000000000002
1111,Whte Rice Flour1Kg,Pantry Staples,Flour,0.0,2.9900000000000007,2.9900000000000007,13.0,38.870000000000005,38.870000000000005
18,Ambarella Chutney Dera,Pantry Staples,Pickle,3.399999999999999,4.990000000000001,1.59,13.0,64.87000000000002,20.67
731,Mustatd Sauce 375G,Pantry Staples,Sauces,4.1000000000000005,5.29,1.1899999999999997,12.0,63.48,14.279999999999996
673,Md Original Mango Chutney,Pantry Staples,Sauces,2.5599999999999996,3.9900000000000015,1.43,12.0,47.88000000000002,17.16
1060,Toor Dhall 5Kg,Pantry Staples,Grains And Pulses,11.75,12.0,0.25,12.0,144.0,3.0
1013,Suwadel Rice 1Kg,Pantry Staples,Rice,3.5499999999999994,4.6899999999999995,1.1400000000000001,12.0,56.279999999999994,13.680000000000001
189,Chicken Masala 50G,Pantry Staples,Spices,2.0,2.5,0.5,12.0,30.0,6.0
728,Mustard Cream 150G,Pantry Staples,Condiments,2.899999999999999,3.9900000000000015,1.09,12.0,47.88000000000002,13.08
469,Garam Masala Shan,Pantry Staples,Spices,0.0,3.0,3.0,12.0,36.0,36.0
1027,Tamarind Seedless 500G,Pantry Staples,Spices,6.0,7.489999999999999,1.49,12.0,89.88,17.88
712,Motha Strawberry Flavour Jelly100G,Pantry Staples,Sugar,1.1999999999999997,2.3999999999999995,1.1999999999999997,12.0,28.799999999999994,14.399999999999997
271,Cumin Ground 200G,Pantry Staples,Spices,2.1999999999999997,3.9900000000000015,1.7899999999999994,12.0,47.88000000000002,21.479999999999993
957,Self Raising Flour 1Kg,Pantry Staples,Flour,1.5999999999999999,2.39,0.7900000000000001,12.0,28.680000000000003,9.48
391,Derana White Keeri Samba 1Kg,Pantry Staples,Rice,2.8000000000000003,3.9900000000000015,1.1899999999999997,12.0,47.88000000000002,14.279999999999996
410,Dried Mora 250G,Pantry Staples,Dried Fish,5.75,7.5,1.75,11.0,82.5,19.25
1045,Thora Dried Derana,Pantry Staples,Dried Fish,0.0,6.3999999999999995,6.3999999999999995,11.0,70.39999999999999,70.39999999999999
357,Derana Mutton Curry Mix 350G,Pantry Staples,Spices,2.8999999999999995,4.990000000000001,2.09,11.0,54.890000000000015,22.99
1048,Tiger Brand Basmathi5Kg,Pantry Staples,Rice,8.5,11.0,2.5,11.0,121.0,27.5
92,Biryani Masala 200G,Pantry Staples,Spices,0.0,3.0,3.0,11.0,33.0,33.0
568,Kithul Jaggery 300G,Pantry Staples,Sugar,3.8,4.990000000000001,1.1899999999999997,11.0,54.890000000000015,13.089999999999996
187,Chicken Curry Mix La,Pantry Staples,Spices,3.100000000000001,3.9900000000000015,0.8900000000000001,11.0,43.890000000000015,9.790000000000001
188,Chicken Masala 200G,Pantry Staples,Spices,1.85,2.5,0.6500000000000001,11.0,27.5,7.150000000000001
827,Pepper Kibbled 100G,Pantry Staples,Spices,2.899999999999999,3.7899999999999996,0.8900000000000001,11.0,41.69,9.790000000000001
981,Spaghettini 03,Pantry Staples,Pasta,0.0,0.9900000000000001,0.9900000000000001,11.0,10.89,10.89
734,Naga Pickle,Pantry Staples,Pickle,2.0,2.9900000000000007,0.9900000000000001,11.0,32.89000000000001,10.89
468,Garam Masala 100G,Pantry Staples,Spices,1.9499999999999995,2.5,0.5499999999999999,11.0,27.5,6.049999999999999
708,Mora Dried  200G Derana,Pantry Staples,Dried Fish,4.950000000000001,6.99,2.0399999999999996,11.0,76.89,22.439999999999994
715,Mung Beans 1Kg Pattu,Pantry Staples,Pulses And Grains,0.0,3.5,3.5,11.0,38.5,38.5
605,Linseed Whole 500G,Pantry Staples,Spices,3.0,3.9900000000000015,0.9900000000000001,11.0,43.890000000000015,10.89
1103,White Raw Rice 1Kg Cic,Pantry Staples,Rice,2.3500000000000005,3.5900000000000007,1.24,11.0,39.49000000000001,13.64
217,Cic Red Lit Basmathi 5Kg,Pantry Staples,Rice,13.0,17.0,4.0,11.0,187.0,44.0
45,Atta Chakki Fresh,Pantry Staples,Flour,1.85,2.5,0.6500000000000001,11.0,27.5,7.15
732,Muth Samba 5Kg Araliya,Pantry Staples,Rice,8.64,11.989999999999998,3.350000000000001,11.0,131.89,36.85000000000001
235,Coconut Sambol Red La,Pantry Staples,Coconut Products,3.45,4.3999999999999995,0.95,10.0,43.99999999999999,9.5
450,Fish Curry Mix 375G,Pantry Staples,Spices,2.8999999999999995,4.990000000000001,2.09,10.0,49.90000000000001,20.9
393,Derana White S/H Flour 700G,Pantry Staples,Flour,1.5,1.9499999999999997,0.45000000000000007,10.0,19.5,4.5
44,Atta 5Kg Dia,Pantry Staples,Flour,5.950000000000001,7.99,2.0399999999999996,10.0,79.9,20.399999999999995
120,Briyani Masala 200G,Pantry Staples,Spices,2.25,3.0,0.75,10.0,30.0,7.5
1106,White Vinegar 500Ml,Pantry Staples,Vinegar,3.0,3.990000000000001,0.99,10.0,39.90000000000001,9.9
2,1Lt Coconut Oil Ver,Pantry Staples,Oil,0.0,14.0,14.0,10.0,140.0,140.0
645,Mango Chutney La,Pantry Staples,Condiments,3.1000000000000005,3.627272727,0.5272727269999999,10.0,36.27272727,5.27272727
680,Md Woodapple Jam 785G,Pantry Staples,Condiments,2.75,3.490000000000001,0.7400000000000001,10.0,34.90000000000001,7.400000000000001
781,Paprika Hot 100G,Pantry Staples,Spices,1.25,1.9899999999999998,0.7400000000000001,10.0,19.9,7.400000000000001
557,Keeramin Large200G Sera,Pantry Staples,Sardines,3.1000000000000005,4.5,1.4000000000000001,10.0,45.0,14.000000000000002
671,Md Mango Chutney,Pantry Staples,Sauces,2.7100000000000004,3.990000000000001,1.2799999999999998,10.0,39.90000000000001,12.799999999999999
748,Olive Oil 1Lt Bal,Pantry Staples,Pasta,10.94,12.5,1.5600000000000003,10.0,125.0,15.600000000000003
201,Chilli Paste Veg,Pantry Staples,Spices,4.200000000000001,5.990000000000001,1.7899999999999996,10.0,59.90000000000001,17.899999999999995
250,Coriander Seed 500G,Pantry Staples,Spices,2.75,3.990000000000001,1.24,10.0,39.90000000000001,12.4
136,Buriyani Mix La,Pantry Staples,Spices,3.3500000000000005,4.990000000000001,1.6400000000000001,9.0,44.91000000000001,14.760000000000002
893,Rampe Leaves Dried 50G,Pantry Staples,Spices,1.4499999999999997,2.5,1.05,9.0,22.5,9.450000000000001
127,Brown Rice1Kg,Pantry Staples,Rice,0.0,3.6272727270000003,3.6272727270000003,9.0,32.645454543,32.645454543
361,Derana Parboiled 1Kg,Pantry Staples,Dried Fish,2.1,2.75,0.65,9.0,24.75,5.8500000000000005
382,Derana Soyameat Regular,Pantry Staples,Pulses And Grains,1.0,1.6899999999999997,0.69,9.0,15.209999999999997,6.209999999999999
821,Pennaki1 81,Pantry Staples,Pasta,1.8000000000000003,2.6,0.7999999999999999,9.0,23.400000000000002,7.199999999999999
435,Fava Beans 398Ml,Pantry Staples,Grains And Pulses,1.0,1.4000000000000001,0.39999999999999997,9.0,12.600000000000001,3.5999999999999996
1088,Virgin Olive Oil 1Lt,Pantry Staples,Oil,11.0,12.989999999999998,1.99,9.0,116.90999999999998,17.91
1085,Vinegar 350Ml,Pantry Staples,Vinegar,2.8500000000000005,1.99,-0.8600000000000001,9.0,17.91,-7.740000000000001
1108,Whole Chilli500G,Pantry Staples,Spices,5.25,7.990000000000001,2.74,9.0,71.91000000000001,24.660000000000004
642,Mangal Chicken Masala 100G,Pantry Staples,Masala,1.0,1.99,0.99,9.0,17.91,8.91
415,Dried Thora 250G,Pantry Staples,Condiments,5.75,7.5,1.75,8.0,60.0,14.0
119,Brinjol Moju Deran,Pantry Staples,Pickle,4.0,5.990000000000001,1.99,8.0,47.92000000000001,15.92
1101,Welpenela Porridge 50G,Pantry Staples,Dry,1.0999999999999999,1.5999999999999999,0.5,8.0,12.799999999999999,4.0
1091,Virgin Olive Oil 500Ml,Pantry Staples,Oil,7.079999999999999,8.99,1.91,8.0,71.92,15.28
1084,Vindaloo Masala 50G,Pantry Staples,Spices,0.0,2.5,2.5,8.0,20.0,20.0
371,Derana Rasam Mix 300G,Pantry Staples,Spices,2.8999999999999995,4.5,1.5999999999999999,8.0,36.0,12.799999999999999
939,Rstd White Rice Flour 1Kg,Pantry Staples,Flour,3.0,4.29,1.2900000000000003,8.0,34.32,10.32
375,Derana Red Raw Rice 5Kg,Pantry Staples,Rice,9.6,13.69,4.09,8.0,109.52,32.72
1028,Tandoori Masala,Pantry Staples,Spices,0.0,3.0,3.0,8.0,24.0,24.0
975,Sona Masoori 5Kg,Pantry Staples,Rice,8.25,10.5,2.25,8.0,84.0,18.0
1036,Tea Jack Madulu In Brine,Pantry Staples,Condiments,3.0,3.9900000000000007,0.9900000000000001,8.0,31.92,7.92
906,Red Parboiled Rice 1Kg Cic,Pantry Staples,Rice,2.4499999999999997,3.1999999999999997,0.75,8.0,25.599999999999998,6.0
486,Ginger & Garlic 350G Pattu,Pantry Staples,Condiments,2.57,3.490000000000001,0.92,8.0,27.92000000000001,7.36
1037,Tea Jack Mellum In Brine,Pantry Staples,Pickle,3.0,3.990000000000001,0.9900000000000001,8.0,31.92000000000001,7.92
825,Pepper Corns Black 100G,Pantry Staples,Spices,2.75,3.6000000000000005,0.8499999999999999,8.0,28.800000000000004,6.799999999999999
1025,Tamarind 400G,Pantry Staples,Spices,3.3000000000000003,4.990000000000001,1.6899999999999997,8.0,39.92000000000001,13.519999999999998
1024,Tamarind 200G Derana,Pantry Staples,Condiments,1.6999999999999997,2.99,1.29,8.0,23.92,10.32
407,Dried Hurulu 250G,Pantry Staples,Dried Fish,5.75,6.990000000000001,1.24,8.0,55.92000000000001,9.92
475,Garlic Mince 350G Pattu,Pantry Staples,Pickle,2.57,3.490000000000001,0.92,7.0,24.430000000000007,6.44
674,Md Pineapple Cordial,Pantry Staples,Sauces,4.5,5.445454544999999,0.9454545450000003,7.0,38.11818181499999,6.618181815000002
104,Black Sesame Seeds 500G,Pantry Staples,Spices,4.0,5.29,1.2900000000000003,7.0,37.03,9.030000000000001
1102,White Basmathi 1Kg Cic,Pantry Staples,Rice,3.1999999999999997,4.39,1.1899999999999997,7.0,30.73,8.329999999999998
223,Clove Whole 100G,Pantry Staples,Spices,2.4,4.5,2.1,7.0,31.5,14.7
661,Md Coconut Treacle,Pantry Staples,Coconut Products,6.0,7.5,1.5,7.0,52.5,10.5
908,Red Raw Rice 1Kg Cic,Pantry Staples,Rice,2.4499999999999997,3.990000000000001,1.5400000000000003,7.0,27.930000000000007,10.780000000000001
769,Org.Coconut Milk 300G,Pantry Staples,Coconut Products,4.5,5.990000000000001,1.49,7.0,41.93000000000001,10.43
984,Spicy Greenpeas 300G,Pantry Staples,Pulses And Grains,2.75,3.990000000000001,1.24,7.0,27.930000000000007,8.68
60,Balsamic Vinegar 500Ml,Pantry Staples,Vinegar,3.0,3.990000000000001,0.9900000000000001,7.0,27.930000000000007,6.930000000000001
336,Derana Indian Basmathi 10Kg,Pantry Staples,Rice,24.650000000000002,30.0,5.3500000000000005,7.0,210.0,37.45
166,Cashew Nuts 200G,Pantry Staples,Sauce,4.759999999999999,5.799999999999999,1.04,7.0,40.599999999999994,7.28
1076,Urid Flour 200 Wijaya,Pantry Staples,Flour,1.9000000000000001,2.99,1.09,7.0,20.93,7.630000000000001
376,Derana Red S/H Flour 700G,Pantry Staples,Flour,1.5,1.9499999999999997,0.45000000000000007,7.0,13.649999999999999,3.1500000000000004
408,Dried Kooni Large,Pantry Staples,Dried Fish,5.75,7.5,1.75,7.0,52.5,12.25
409,Dried Kooni Small 250G,Pantry Staples,Dried Fish,5.5,7.5,2.0,7.0,52.5,14.0
656,Md Bread Fruit In Brine,Pantry Staples,Condiments,2.9499999999999997,4.5,1.5500000000000003,7.0,31.5,10.850000000000001
539,India Gate Sella 5Kg,Pantry Staples,Grapes,11.99,13.99,2.0,6.0,83.94,12.0
613,Lotus In Brine Arali,Pantry Staples,Condiments,3.1999999999999997,4.990000000000001,1.7899999999999998,6.0,29.940000000000005,10.739999999999998
165,Cashew Curry Seran,Pantry Staples,Sauce,4.95,5.95,1.0,6.0,35.7,6.0
367,Derana R/Chilli Powder 250G,Pantry Staples,Spices,2.3000000000000003,3.0,0.7000000000000001,6.0,18.0,4.2
451,Fish Curry Mix La,Pantry Staples,Sauces,3.1,4.990000000000001,1.89,6.0,29.940000000000005,11.34
374,Derana Red Basmathi 5Kg,Pantry Staples,Rice,13.4,18.400000000000002,5.0,6.0,110.4,30.0
440,Fennel Seeds 100G,Pantry Staples,Spices,2.0,2.99,0.9900000000000001,6.0,17.94,5.94
301,Derana Basmathi 10Kg,Pantry Staples,Rice,22.5,29.0,6.5,6.0,174.0,39.0
744,Nipuna Supiri Samba5Kg,Pantry Staples,Rice,14.0,17.5,3.5,6.0,105.0,21.0
412,Dried Prawns (Boil & Dried),Pantry Staples,Condiments,4.3,5.3,1.0,6.0,31.8,6.0
358,Derana Panna Dried Fish 200G,Pantry Staples,Dried Fish,3.8,4.8,1.0,5.0,24.0,5.0
1047,Thyme Honey,Pantry Staples,Condiments,11.0,13.99,2.99,5.0,69.95,14.950000000000001
597,Lime Pickle 350G,Pantry Staples,Pickle,3.7,4.99,1.29,5.0,24.950000000000003,6.45
384,Derana Tamarind Paste 400G,Pantry Staples,Sauces,3.6,4.99,1.39,5.0,24.950000000000003,6.949999999999999
655,Md Belicream,Pantry Staples,Condiments,4.0,4.99,0.99,5.0,24.950000000000003,4.95
91,Biriyani Mix 50G,Pantry Staples,Spices,0.0,2.5,2.5,5.0,12.5,12.5
283,Daawat Super Basmathi 6.5Kg,Pantry Staples,Rice,17.5,22.5,5.0,5.0,112.5,25.0
677,Md Tomato Ketchup,Pantry Staples,Sauces,2.75,3.5,0.75,5.0,17.5,3.75
679,Md Woodapple Cream,Pantry Staples,Condiments,4.0,4.99,0.99,5.0,24.950000000000003,4.95
1083,Vegetable Oil 5Lt,Pantry Staples,Oil,8.5,12.0,3.5,5.0,60.0,17.5
116,Breadfruit In Brine Serendib,Pantry Staples,Condiments,2.85,3.9900000000000007,1.14,5.0,19.950000000000003,5.699999999999999
203,Chilli Powder Unr 200G,Pantry Staples,Spices,2.2,3.181818182,0.981818182,4.0,12.727272728,3.927272728
365,Derana Polos Mallum 325G,Pantry Staples,Condiments,3.7,4.99,1.29,4.0,19.96,5.16
280,Daawat 20Kg,Pantry Staples,Rice,31.0,40.0,9.0,4.0,160.0,36.0
654,Md Bbq Sauce 400Ml,Pantry Staples,Sauces,2.75,3.5,0.75,4.0,14.0,3.0
1086,Virgin Coconut Oil 300Ml,Pantry Staples,Oil,3.95,5.5,1.55,4.0,22.0,6.2
234,Coconut Oil 300Ml Serendib,Pantry Staples,Oil,2.5,4.5,2.0,4.0,18.0,8.0
118,Brinjal Pickle 400G,Pantry Staples,Pickle,3.95,5.2,1.25,4.0,20.8,5.0
596,Lima Beans 500G,Pantry Staples,Grains And Pulses,3.0,3.8,0.8,4.0,15.2,3.2
911,Red Raw Samba1Kg,Pantry Staples,Rice,2.05,3.5,1.45,4.0,14.0,5.8
959,Semolina Coarse 1Kg,Pantry Staples,Flour,1.4,3.0,1.6,4.0,12.0,6.4
930,Roasted Curry Powder500G Kand,Pantry Staples,Spices,4.5,6.5,2.0,4.0,26.0,8.0
129,Bruschetta Al Pomodoro,Pantry Staples,Condiments,4.0,4.99,0.99,4.0,19.96,3.96
578,Lal Qilla Basmathi 5Kg,Pantry Staples,Rice,18.0,23.0,5.0,4.0,92.0,20.0
360,Derana Paraw Dried Fish 200G,Pantry Staples,Dried Fish,3.9,5.989999999999999,2.09,4.0,23.96,8.36
705,Mixed Herbal Porridge 50G,Pantry Staples,Dry,1.1,1.6,0.5,4.0,6.4,2.0
608,Lite Red Raw Rice5Kg,Pantry Staples,Rice,9.8,12.5,2.7,4.0,50.0,10.8
390,Derana Virgin Coconut Oil 300Ml,Pantry Staples,Oil,4.9,6.4,1.5,4.0,25.6,6.0
657,Md Brinjal Curry,Pantry Staples,Sauces,4.75,6.29,1.54,3.0,18.87,4.62
711,Motha Mix Fruit Flavour Jelly,Pantry Staples,Condiments,1.1,1.45,0.3499999999999999,3.0,4.35,1.0499999999999998
796,Pasta Sauce Arrbbiata,Pantry Staples,Sauces,4.0,4.99,0.9899999999999999,3.0,14.97,2.9699999999999998
354,Derana Mixed Fruit Jam 450G,Pantry Staples,Condiments,2.7999999999999994,3.49,0.69,3.0,10.47,2.07
131,Bruschetta Alle Verdure,Pantry Staples,Pickle,4.0,4.99,0.9899999999999999,3.0,14.97,2.9699999999999998
1012,Supiri Keeri Samba 5Kg Cic,Pantry Staples,Rice,11.5,14.5,3.0,3.0,43.5,9.0
910,Red Raw Samba 5Kg Cic,Pantry Staples,Rice,10.5,12.99,2.49,3.0,38.97,7.470000000000001
99,Black Pepper 200G Kandyan,Pantry Staples,Spices,3.5,4.99,1.49,3.0,14.97,4.47
378,Derana Sago 250G,Pantry Staples,Grains And Pulses,1.3500000000000003,2.5,1.15,3.0,7.5,3.4499999999999997
207,Chinese Chilli Paste 300G,Pantry Staples,Spices,4.25,5.989999999999999,1.74,3.0,17.97,5.22
899,Red Basmathi 5Kg Araliya,Pantry Staples,Rice,13.5,15.445454544999999,1.9454545449999998,3.0,46.336363635,5.836363635
706,Monsoon Basmathi 5Kg,Pantry Staples,Rice,0.0,9.99,9.99,3.0,29.97,29.97
1131,Yellow Mustard Seeds 100G,Pantry Staples,Spices,0.0,2.99,2.99,3.0,8.97,8.97
1090,Virgin Olive Oil 500G,Pantry Staples,Oil,5.0,6.49,1.49,2.0,12.98,2.98
289,Dawaat Traditional Rice 5Kg,Pantry Staples,Rice,15.0,17.99,2.99,2.0,35.98,5.98
570,Kithul Treacle360Ml,Pantry Staples,Sugar,3.5,4.536363636,1.036363636,2.0,9.072727272,2.072727272
658,Md Chilli & Garlic Sauce,Pantry Staples,Sauce,2.75,3.5,0.75,2.0,7.0,1.5
334,Derana Hand Pou.Parb Red 5Kg,Pantry Staples,Rice,10.8,14.1,3.3,2.0,28.2,6.6
540,India Gate Super 10Kg,Pantry Staples,Rice,32.0,42.0,10.0,2.0,84.0,20.0
745,Nutmeg,Pantry Staples,Spices,0.0,5.5,5.5,2.0,11.0,11.0
59,Baking Powder 50G,Pantry Staples,Baking,1.2,1.99,0.79,2.0,3.98,1.58
797,Pasta Sause Basilico,Pantry Staples,Sauces,4.0,4.99,0.99,2.0,9.98,1.98
130,Bruschetta All Aglio,Pantry Staples,Condiments,4.0,4.99,0.99,2.0,9.98,1.98
567,Kist Pineapple Jam 300G,Pantry Staples,Condiments,2.0,2.8,0.8,2.0,5.6,1.6
854,Polos Mellum In Brine 560G,Pantry Staples,Sauces,3.0,3.99,0.99,2.0,7.98,1.98
800,Pasta Short,Pantry Staples,Pasta,3.5,5.0,1.5,2.0,10.0,3.0
798,Pasta Sause Peperoni,Pantry Staples,Sauces,4.0,4.99,0.99,2.0,9.98,1.98
395,Derana Woodapple Jam 450G,Pantry Staples,Condiments,2.8,3.99,1.19,2.0,7.98,2.38
743,Nipuna Keeri Samba 5Kg,Pantry Staples,Rice,13.5,14.99,1.49,2.0,29.98,2.98
733,Muthu Samba 5Kg Cic,Pantry Staples,Rice,12.24,15.5,3.26,2.0,31.0,6.52
335,Derana Hand Pou.Parb.Red 1Kg,Pantry Staples,Rice,2.35,3.55,1.2,2.0,7.1,2.4
337,Derana Indian Basmathi 20Kg,Pantry Staples,Rice,37.0,43.0,6.0,2.0,86.0,12.0
404,Dried Anguluwa Sera,Pantry Staples,Dried Fish,3.1,4.5,1.4,1.0,4.5,1.4
219,Cinnamon 50G Kandyan,Pantry Staples,Spices,2.3,3.5,1.2,1.0,3.5,1.2
704,Mixed Fruit Jam300Gkist,Pantry Staples,Condiments,2.0,2.8,0.8,1.0,2.8,0.8
537,Icing Sugar 500G,Pantry Staples,Sugar,1.4,2.29,0.89,1.0,2.29,0.89
394,Derana Woodapple Cordial 750Ml,Pantry Staples,Sauces,4.5,4.990909091,0.490909091,1.0,4.990909091,0.490909091
799,Pasta Sause Verdure,Pantry Staples,Sauces,4.0,4.99,0.99,1.0,4.99,0.99
386,Derana Tomato Sauce 350Ml,Pantry Staples,Sauces,2.4,3.99,1.59,1.0,3.99,1.59
698,Mithas 5Kg,Pantry Staples,Rice,12.0,15.0,3.0,1.0,15.0,3.0
315,Derana Chilli Sauce 350Ml,Pantry Staples,Sauces,2.4,3.5,1.1,1.0,3.5,1.1
273,Cumin Powder 100G,Pantry Staples,Spices,0.0,2.99,2.99,1.0,2.99,2.99
128,Bruschetta Ai Peperoni,Pantry Staples,Condiments,4.0,4.99,0.99,1.0,4.99,0.99
303,Derana Bbq Sauce 350Ml,Pantry Staples,Sauces,2.4,3.99,1.59,1.0,3.99,1.59
958,Semolina 1Kg Fine Pattu,Pantry Staples,Flour,1.4,3.0,1.6,1.0,3.0,1.6
160,Cardamon Pods 100G,Pantry Staples,Grains And Pulses,3.8,4.99,1.19,1.0,4.99,1.19
